"26673277";"0001";"79";"1";"CASA DO FAZENDEIRO";"02";"20190509";"00";"";"";"19900704";"4744001";"";"RUA";"DOZE";"566";"";"CENTRO";"76450000";"GO";"9647";"";"";"";"";"";"";"";"";""
"82314592";"0001";"80";"1";"POSTO PRINCIPAL";"02";"20040724";"00";"";"";"19901107";"4731800";"4530703,4729601,4729602,4729699,4732600,4759899,4761002,4763601,5611203";"AVENIDA";"VICTOR DO AMARAL";"1080";"";"CENTRO";"83702040";"PR";"7435";"";"";"";"";"";"";"postoprincipal@terra.com.br";"";""
"08527327";"0001";"28";"1";"";"08";"20081231";"71";"";"";"19801030";"4781400";"";"RUA";"LARGO DA PAZ";"56";"";"CENTRO";"59870000";"RN";"1617";"";"";"";"";"";"";"";"";""
"63913933";"0001";"90";"1";"";"08";"19950112";"01";"";"";"19900720";"4321500";"";"RUA";"JERONIMO ABREU DO VALE";"15";"";"JD NOSSA SRA DO CAR";"08275520";"SP";"7107";"";"";"";"";"";"";"";"";""
"46461349";"0001";"21";"1";"BAR HIGASHI";"08";"19990228";"01";"";"";"19761227";"4723700";"";"AVENIDA";"EUCLIDES DA CUNHA";"705";"";"";"17880000";"SP";"6533";"";"";"";"";"";"";"";"";""
"26673343";"0001";"00";"1";"";"08";"19910729";"01";"";"";"19900704";"2512800";"";"RUA";"C-146";"567";"QUADRA 305 LOTE 23";"JARDIM AMERICA";"74465539";"GO";"9373";"";"";"";"";"";"";"";"";""
"26673384";"0001";"05";"1";"MAGAZINE COMETA";"08";"20081231";"71";"";"";"19900704";"4755501";"";"RUA";"CEL JOAO VAZ";"33 B";"";"CENTRO";"75780000";"GO";"9397";"";"";"";"";"";"";"";"";""
"26673459";"0001";"40";"1";"CASTELO LEILOES";"08";"20081231";"71";"";"";"19900702";"8411600";"";"VIA";"OSCARINO MARTINS SILVA";"S/N";"KM 0";"DIST CASTELANDIA";"75902261";"GO";"9571";"";"";"";"";"";"";"";"";""
"82314675";"0001";"70";"1";"TRANSLIANA TURISMO";"08";"19920727";"01";"";"";"19901107";"7911200";"7912100,7990200";"RUA";"JOSE XAVIER";"203";"";"SAO BRAZ";"82315140";"PR";"7535";"";"";"";"";"";"";"";"";""
"65819419";"0003";"87";"2";"";"08";"19971027";"01";"";"";"19920825";"4729601";"";"";"CALC DAS ORQUIDEAS";"109";"";"ALPHAVILLE";"06407210";"SP";"6213";"";"";"";"";"";"";"";"";""
"08527384";"0001";"07";"1";"";"08";"20081231";"71";"";"";"19801027";"4774100";"";"RUA";"DR PEDRO VELHO";"40";"SALA";"CENTRO";"59190000";"RN";"1643";"";"";"";"";"";"";"";"";""
"26673673";"0001";"04";"1";"PORTA DO SOL";"08";"19961025";"01";"";"";"19900703";"4781400";"";"AVENIDA";"ADELINO A DE AZEVEDO";"222";"";"CENTRO";"76550000";"GO";"9555";"";"";"";"";"";"";"";"";""
"46461810";"0001";"46";"1";"SERRARIA SANTA ROSA";"08";"20081231";"71";"";"";"19760122";"8888888";"";"AVENIDA";"PERNAMBUCO";"1350";"";"CENTRO";"17730000";"SP";"6821";"";"";"";"";"";"";"";"";""
"82314824";"0001";"09";"1";"HOOGE CIA DISTRIBUIDORA";"08";"19950831";"01";"";"";"19901107";"8888888";"";"AVENIDA";"ANITA GARIBALDI";"1913";"SALA 8";"AHU";"82200530";"PR";"7535";"";"";"";"";"";"";"";"";""
"26673756";"0001";"95";"1";"MURAISHI CONSULTORIA E PLANEJAMENTOS AGROPECUARIOS";"08";"20081231";"71";"";"";"19900703";"8888888";"";"AVENIDA";"GOIAS";"1416";"";"CENTRO";"75570000";"GO";"9269";"";"";"";"";"";"";"";"";""
"08527525";"0001";"91";"1";"";"08";"20081231";"71";"";"";"19801103";"9521500";"";"RUA";"MARIO NEGOCIO";"2152 A";"";"QUINTAS";"59037155";"RN";"1761";"";"";"";"";"";"";"";"";""
"82314899";"0001";"81";"1";"MERCADO N.N.MATHEUS";"02";"20051103";"00";"";"";"19901106";"4712100";"";"RUA";"CRISTOVAO COLOMBO";"70/90";"";"CENTRO";"87540000";"PR";"7969";"44";"36361236";"44";"36361489";"44";"36361236";"";"";""
"08527574";"0001";"24";"1";"DROGARIA BRANDAO";"04";"20181002";"63";"";"";"19801103";"4771701";"";"AVENIDA";"ALEXANDRE DE ALENCAR";"1060";"";"LAGOA SECA";"59022350";"RN";"1761";"";"";"";"";"";"";"";"";""
"82314956";"0001";"22";"1";"";"08";"20020620";"01";"";"";"19901106";"5611203";"";"RUA";"GENERAL OSORIO";"SN";"";"CENTRO";"85570000";"PR";"7871";"";"";"";"";"";"";"";"";""
"46462164";"0001";"31";"1";"CASA DE CARNES BEIRA ALTA";"08";"19871028";"01";"";"";"19760514";"8888888";"";"AVENIDA";"SAO PAULO";"755";"";"CENTRO";"17730000";"SP";"6821";"";"";"";"";"";"";"";"";""
"08527657";"0001";"13";"1";"HOTEL SENZALA";"08";"20081231";"71";"";"";"19801105";"8888888";"";"RUA";"D PEDRO I";"20";"";"CIDADE ALTA";"59037155";"RN";"1761";"";"";"";"";"";"";"";"";""
"00475500";"0001";"80";"1";"";"08";"19980531";"01";"";"";"19950215";"4693100";"4691500";"RUA";"COM MIGUEL CALFAT";"34";"";"VL NOVA CONCEICAO";"04537080";"SP";"7107";"";"";"";"";"";"";"";"";""
"63914352";"0001";"72";"1";"AMERICO TURISMO";"08";"20081231";"71";"";"";"19900720";"4921301";"";"AVENIDA";"MANOEL VIEIRA JUNIOR";"61";"";"JD PLANALTO";"14820000";"SP";"6133";"";"";"";"";"";"";"";"";""
"08527731";"0001";"00";"1";"";"08";"20081231";"71";"";"";"19801105";"4711301";"";"RUA";"BOX";"10";"CENTRO COMERCIAL";"CONJUNTO JANDUIS";"59650000";"RN";"1603";"";"";"";"";"";"";"";"";""
"26673996";"0001";"90";"1";"DISTRIBUIDORA DE BEBIDAS DO GIL";"08";"20150209";"73";"";"";"19900703";"4635401";"";"";"LOC  QUADRA 141";"SN";"LOTE 09";"JARDIM CEU AZUL";"72814300";"GO";"9445";"";"";"";"";"";"";"";"";""
"26674184";"0001";"69";"1";"LACARIO VERDES E FRIOS";"08";"20081231";"71";"";"";"19900706";"4712100";"";"AVENIDA";"9";"31";"";"VILA NOVA";"74465280";"GO";"9373";"";"";"";"";"";"";"";"";""
"08528002";"0001";"60";"1";"MERCEARIA SAO JOAO";"08";"20081231";"71";"";"";"19801110";"4711301";"";"AVENIDA";"LAURO MAIA";"528";"";"CENTRO";"59770000";"RN";"1785";"";"";"";"";"";"";"";"";""
"63914436";"0001";"06";"1";"";"08";"19981123";"01";"";"";"19900720";"8130300";"";"RUA";"TABAPUA";"1341";"2 ANDAR APTO 21";"ITAIM BIBI";"04533014";"SP";"7107";"";"";"";"";"";"";"";"";""
"63914451";"0001";"54";"1";"";"08";"20081231";"71";"";"";"19900720";"4754701";"";"RUA";"MONTEIRO DE MELO";"361";"";"LAPA";"05050000";"SP";"7107";"";"";"";"";"";"";"";"";""
"08527822";"0001";"37";"1";"";"08";"19840330";"01";"";"";"19801105";"5611201";"";"RUA";"BOM FIM";"S/N";"";"DA RODOVIARIA";"59162000";"RN";"1841";"";"";"";"";"";"";"";"";""
"08527855";"0001";"87";"1";"CANTINA SAO JOSE";"08";"19810731";"01";"";"";"19801105";"8888888";"";"RUA";"ESTRELA DO INDAIA";"2952";"";"CONJUNTO PIRANGI";"59088090";"RN";"1761";"";"";"";"";"";"";"";"";""
"08527889";"0001";"71";"1";"";"08";"20081231";"71";"";"";"19801105";"4781400";"";"RUA";"ROMUALDO GALVAO";"891";"";"TIROL";"59056105";"RN";"1761";"";"";"";"";"";"";"";"";""
"46462677";"0001";"42";"1";"";"08";"19811128";"01";"";"";"19810728";"8888888";"";"RUA";"PAULO SA";"590";"";"CENTRO";"19900120";"SP";"6795";"";"";"";"";"";"";"";"";""
"26674259";"0001";"01";"1";"PNEUS FORTE";"08";"19910422";"01";"";"";"19900704";"4530701";"";"AVENIDA";"PARA";"1175";"";"CENTRO";"76200000";"GO";"9399";"";"";"";"";"";"";"";"";""
"26674275";"0001";"02";"1";"";"04";"20201022";"63";"";"";"19900704";"7500100";"";"RUA";"ELIZEU JORGE CAMPOS";"108";"";"VILA GOIS";"75120110";"GO";"9221";"";"";"";"";"";"";"";"";""
"08527921";"0001";"19";"1";"";"08";"20150209";"73";"";"";"19801106";"2342702";"";"FAZENDA";"PICOS";"SN";"";"ZONA RURAL";"59770000";"RN";"1785";"";"";"";"";"";"";"";"";""
"46462834";"0001";"10";"1";"BAR E EMPORIO DAS GRACAS";"08";"20081231";"71";"";"";"19810728";"5611203";"";"RUA";"CATARINA CORTEZ";"194";"";"MOOCA";"03162070";"SP";"7107";"";"";"";"";"";"";"";"";""
"63914774";"0001";"48";"1";"YPB CONFECCOES";"08";"20020820";"01";"";"";"19900719";"1412601";"1412603";"RUA";"PE ALEXANDRINO R BARROS";"15";"";"VILA SANTO ANTONIO";"13920000";"SP";"6843";"";"";"";"";"";"";"";"";""
"26674382";"0001";"22";"1";"AGROPLAVE AGROPECUARIA PLANURA VERDE";"08";"20081231";"71";"";"";"19900705";"4771701";"";"AVENIDA";"RIO BRANCO";"192";"";"CENTRO";"75635000";"GO";"9331";"";"";"";"";"";"";"";"";""
"82315490";"0001";"80";"1";"TECNICAR COMPETICOES";"08";"20210630";"01";"";"";"19901105";"4530703";"4530705,4520007,8599699";"RUA";"PARAISO DO NORTE";"1.104";"TERREO";"EMILIANO PERNETA";"83324221";"PR";"5453";"41";"30231581";"41";"33469020";"41";"33469020";"ALVORADACONT@BOL.COM.BR";"";""
"08528192";"0001";"15";"1";"";"08";"20081231";"71";"";"";"19801110";"4781400";"";"RUA";"ALECRIM";"16";"";"CENTRO";"59500000";"RN";"1743";"";"";"";"";"";"";"";"";""
"63914931";"0001";"15";"1";"RODOS E VASSOURAS PLANO BRASIL NOVO";"08";"20081231";"71";"";"";"19900720";"3291400";"";"RUA";"JOAO CARLOS MOTA";"07";"";"ITAIM PAULISTA";"08140060";"SP";"7107";"";"";"";"";"";"";"";"";""
"08528382";"0001";"32";"1";"";"04";"20181107";"63";"";"";"19801112";"4781400";"";"TRAVESSA";"CAMPOS LIMPO";"1721";"";"QUINTAS";"59037155";"RN";"1761";"";"";"";"";"";"";"";"";""
"63914832";"0001";"33";"1";"";"04";"20190301";"63";"";"";"19900720";"5510801";"";"RUA";"RIO DE JANEIRO";"1606";"";"CENTRO";"15600001";"SP";"6411";"";"";"";"";"";"";"";"";""
"63914865";"0001";"83";"1";"BRILHANTE JM PORTAS";"02";"20011215";"00";"";"";"19900718";"1622602";"3101200,4744002,4754701";"RUA";"EUGENIO BUOSI";"1 31";"";"DIST INDUSTRIAL II";"15520000";"SP";"7223";"17";"34041000";"";"";"";"";"JMBARRETO@GRUPOBARRETO.COM.BR";"";""
"46462982";"0001";"34";"1";"";"08";"19830405";"01";"";"";"19810728";"8888888";"";"ESTRADA";"DE TAIPAS";"100";"";"PARADA DE TAIPAS";"08210040";"SP";"7107";"";"";"";"";"";"";"";"";""
"63914899";"0001";"78";"1";"";"08";"20111108";"01";"";"";"19900626";"4744001";"";"RUA";"ACUDE";"06";"";"VILA ESPERANACA";"03735160";"SP";"7107";"";"";"";"";"";"";"";"";""
"46463121";"0001";"70";"1";"";"08";"20081231";"71";"";"";"19810728";"4771701";"";"RUA";"MARIA PAULA";"122";"1 ANDAR CJ 103";"BELA VISTA";"01319000";"SP";"7107";"";"";"";"";"";"";"";"";""
"63915169";"0001";"91";"1";"";"08";"19951227";"01";"";"";"19900712";"5611203";"";"RUA";"TUIUTI";"2416";"";"TATUAPE";"08210040";"SP";"7107";"";"";"";"";"";"";"";"";""
"82315938";"0001";"65";"1";"DA ROCA MERCADO";"08";"20070425";"01";"";"";"19901101";"4724500";"";"AVENIDA";"SILVIO AMERICO SASDELLI";"1779";"";"JD. SANTA ROSA";"85869580";"PR";"7563";"";"";"";"";"";"";"";"";""
"46463147";"0001";"19";"1";"";"02";"20040828";"00";"";"";"19810728";"4681802";"";"RUA";"CRISTIANO CLEOPATH";"1847";"";"ALEMAES";"13419310";"SP";"6875";"19";"33718271";"";"";"19";"33718271";"JUNIORPESSIN@ACONTECECOMETA.COM.BR";"";""
"82315748";"0001";"48";"1";"TRANSPORTES MERETIKATUR";"02";"20051103";"00";"";"";"19901105";"4924800";"4921301,4929901";"ESTRADA";"PONCIANO";"S/N";"      RODOVIA I";"VIA MADEPAR";"85555000";"PR";"7733";"42";"35521282";"";"";"";"";"";"";""
"63915037";"0001";"60";"1";"ATACADISTA MENDES";"08";"19970228";"01";"";"";"19900712";"4637101";"";"RUA";"TODOS OS SANTOS";"1220";"";"SALTINHO";"13405190";"SP";"6875";"";"";"";"";"";"";"";"";""
"82315813";"0001";"35";"1";"LANCHONETE LA BOEMIO";"08";"20150209";"73";"";"";"19901105";"5611203";"";"PRACA";"BRASIL";"349";"";"CENTRO";"87225000";"PR";"7641";"";"";"";"";"";"";"";"";""
"08528523";"0001";"17";"1";"";"08";"20081231";"71";"";"";"19801110";"8888888";"";"FAZENDA";"PAULISTA";"SN";"";"RURAL";"59650000";"RN";"1603";"";"";"";"";"";"";"";"";""
"82315961";"0001";"50";"1";"REFRIGERACAO ARCONGEL";"08";"20081231";"71";"";"";"19901101";"9529102";"";"RUA";"DR JURACI RIQUELME";"324";"";"CAPAO DA IMBUIA";"82810580";"PR";"7535";"";"";"";"";"";"";"";"";""
"08528689";"0001";"33";"1";"SOARES CALCADOS";"02";"20051103";"00";"";"";"19801117";"4782201";"";"RUA";"ALCEBIADES DE SOUZA";"95";"";"CENTRO";"59865000";"RN";"1887";"";"";"";"";"";"";"";"";""
"46463659";"0001";"85";"1";"";"04";"20181227";"63";"";"";"19810228";"9430800";"9493600,9499500";"RUA";"DEP AMARAL FURLAN";"530";"";"CENTRO";"17960000";"SP";"6733";"";"";"";"";"";"";"";"";""
"26674770";"0001";"03";"1";"LATICINIOS POUSO ALTO";"08";"20081231";"71";"";"";"19900706";"1052000";"";"RUA";"JOAQUIM S XAVIER NUNES";"248";"";"SETOR OESTE";"75640000";"GO";"9539";"";"";"";"";"";"";"";"";""
"08528739";"0001";"82";"1";"ECONTAP";"02";"20050924";"00";"";"";"19801110";"6920601";"";"SÍTIO";"SAO MIGUELINHO";"5170";"SALA";"ZONA RURAL";"59840000";"RN";"1873";"84";"33750106";"84";"33750106";"87";"33750106";"djalma@brisanert.com.br";"";""
"08528788";"0001";"15";"1";"";"08";"20081231";"71";"";"";"19801119";"8888888";"";"RUA";"MONS JULIO A BEZERRA";"1413";"";"CENTRO";"59650000";"RN";"1603";"";"";"";"";"";"";"";"";""
"82316084";"0001";"31";"1";"";"04";"20181127";"63";"";"";"19901101";"4635401";"";"RUA";"MAESTRO CARLOS FRANK";"1460";"LOJA 01";"XAXIM";"81750400";"PR";"7535";"";"";"";"";"";"";"";"";""
"82316118";"0001";"98";"1";"";"08";"19901101";"01";"";"";"19901101";"5611203";"";"RUA";"DUQUE DE CAXIAS";"1077";"";"CENTRO";"85950000";"PR";"7739";"";"";"";"";"";"";"";"";""
"63915375";"0001";"00";"1";"";"08";"20091020";"01";"";"";"19900712";"4632001";"";"RUA";"PARAGUAI";"133";"FUNDOS";"VILA CECHINO";"13465730";"SP";"6131";"";"";"";"";"";"";"";"";""
"46463840";"0001";"91";"1";"";"04";"20181214";"63";"";"";"19810804";"2219600";"";"AVENIDA";"GUINLE";"785";"";"CUMBICA";"07221070";"SP";"6477";"";"";"";"";"";"";"";"";""
"08528937";"0001";"46";"1";"";"08";"19830506";"01";"";"";"19801124";"8888888";"";"RUA";"SAO JOSE";"901";"";"VALADAO";"59500000";"RN";"1743";"";"";"";"";"";"";"";"";""
"46463899";"0001";"80";"1";"";"08";"20081231";"71";"";"";"19810804";"4649401";"";"ESTRADA";"DA CACHOEIRA";"01";"";"VILA PINDORAMA";"06436240";"SP";"6213";"";"";"";"";"";"";"";"";""
"08528994";"0001";"25";"1";"";"04";"20190206";"63";"";"";"19801124";"8888888";"";"AVENIDA";"RIO BRANCO";"1592";"";"CENTRO";"59600400";"RN";"1759";"";"";"";"";"";"";"";"";""
"08641094";"0001";"90";"1";"";"08";"20081231";"71";"";"";"19830311";"4774100";"";"RUA";"BOM JARDIM";"549";"MANGUEIRA";"AFOGADOS";"50850240";"PE";"2531";"";"";"";"";"";"";"";"";""
"46463964";"0001";"77";"1";"MERCEARIA LIDER";"08";"19951130";"01";"";"";"19810804";"8888888";"";"RUA";"ALMIRANTE TAMANDARE";"601";"FRENTE";"JARDIM DERMINIO";"14400902";"SP";"6425";"";"";"";"";"";"";"";"";""
"26675181";"0001";"40";"1";"MERCEARIA RUI BARBOSA";"08";"20081231";"71";"";"";"19900705";"4712100";"";"AVENIDA";"PRINCIPAL";"20";"";"NOVA ESPERANCA";"73980000";"GO";"9335";"";"";"";"";"";"";"";"";""
"82316464";"0001";"76";"1";"";"08";"19980529";"01";"";"";"19901101";"4774100";"";"RUA";"VICENTE MACHADO";"469";"";"CENTRO";"84130000";"PR";"7735";"";"";"";"";"";"";"";"";""
"26675348";"0001";"72";"1";"COMERCIAL MARTINS";"08";"19910625";"01";"";"";"19900702";"4712100";"";"RUA";"PRES GETULIO VARGAS";"S N";"";"CENTRO";"76700000";"GO";"9477";"";"";"";"";"";"";"";"";""
"63915722";"0001";"96";"1";"";"08";"20081231";"71";"";"";"19900713";"5611203";"";"RUA";"DR RICARDO VILELA";"117";"";"CENTRO";"08710150";"SP";"6713";"";"";"";"";"";"";"";"";""
"46464038";"0001";"16";"1";"";"08";"19830601";"01";"";"";"19810804";"4774100";"";"RUA";"AMERICO BRASILIENSE";"284";"CONJ 54";"CENTRO";"14015050";"SP";"6969";"";"";"";"";"";"";"";"";""
"46464061";"0001";"00";"1";"COMERCIO DE FRUTAS MASSAO";"08";"20060912";"01";"";"";"19810804";"4633801";"";"RODOVIA";"WASHINGTON LUIZ";"S/N";"KM 434";"ZONA RURAL";"15042102";"SP";"7097";"";"";"";"";"";"";"";"";""
"08529158";"0001";"65";"1";"";"08";"20081231";"71";"";"";"19801117";"4774100";"";"RUA";"CAMPO SANTO";"SN";"";"CENTRO";"59215000";"RN";"1765";"";"";"";"";"";"";"";"";""
"82316431";"0001";"26";"1";"GRAFICA VALERIO";"02";"20051103";"00";"";"";"19901101";"4761001";"1813099,1812100,1813001";"RUA";"MARANHAO";"1536";"";"SAO CRISTOVAO";"85884000";"PR";"7701";"45";"32643064";"";"";"45";"32643064";"valerio@medianeira.com.br";"";""
"08529315";"0001";"32";"1";"";"08";"20081231";"71";"";"";"19801126";"8888888";"";"RUA";"AMARO CAVALCANTI";"64";"";"CENTRO";"59500000";"RN";"1743";"";"";"";"";"";"";"";"";""
"63916001";"0001";"09";"1";"";"08";"19941026";"01";"";"";"19900712";"4781400";"";"RUA";"JOSE PEDRO DA SILVEIRA";"53";"";"SANTO AMARO";"04672070";"SP";"7107";"";"";"";"";"";"";"";"";""
"63916027";"0001";"49";"1";"";"08";"20150209";"73";"";"";"19900712";"4530701";"";"RUA";"SOUZA LIMA";"54";"";"BARRA FUNDA";"01153020";"SP";"7107";"";"";"";"";"";"";"";"";""
"46464251";"0001";"28";"1";"";"02";"20050121";"00";"";"";"19810728";"4774100";"9529199";"RUA";"JOAO GONCALVES";"146";"";"CENTRO";"07010010";"SP";"6477";"11";"64022869";"11";"64022907";"11";"64022907";"fisconec@terra.com.br";"";""
"46464285";"0001";"12";"1";"FORMA KRAFT";"04";"20181023";"63";"";"";"19810728";"1742701";"1742702";"RUA";"DR JOSE BERNARDO PINTO";"235";"";"VL GUILHERME";"02055000";"SP";"7107";"";"";"";"";"";"";"";"";""
"82316597";"0001";"42";"1";"";"08";"20151204";"01";"";"";"19901025";"4712100";"";"RUA";"SGT LUIZ G M RIBAS";"471";"";"JARDIM CENTAURO";"81560530";"PR";"7535";"";"";"";"";"";"";"";"";""
"63915854";"0001";"18";"1";"";"02";"20210311";"00";"";"";"19900716";"4530701";"";"RUA";"AFONSO C A F JUNIOR";"545";"";"VILA NOGUEIRA";"13024500";"SP";"6291";"";"";"";"";"";"";"";"";""
"82316647";"0001";"91";"1";"COMERCIAL RIO DO INDIO";"04";"20181123";"63";"";"";"19901025";"4632002";"";"RUA";"MARANHAO";"310";"";"CENTRO";"87430000";"PR";"7911";"";"";"";"";"";"";"";"";""
"08529562";"0001";"39";"1";"";"08";"20081231";"71";"";"";"19801201";"5611203";"";"RUA";"DR PEDRO MATOS";"S/N";"";"CENTRO";"59280000";"RN";"1741";"";"";"";"";"";"";"";"";""
"26675678";"0001";"68";"1";"";"04";"20181205";"63";"";"";"19900711";"8888888";"";"";"LOC  BR 251 KM 32";"SN";"";"ALPHAVILLE";"73850000";"GO";"9325";"";"";"";"";"";"";"";"";""
"46464384";"0001";"02";"1";"";"08";"20081231";"71";"";"";"19810604";"4530701";"";"RUA";"TOMASINA";"155";"";"JARDIM PRUDENCIA";"04384120";"SP";"7107";"";"";"";"";"";"";"";"";""
"82316696";"0001";"24";"1";"";"08";"20081231";"71";"";"";"19901025";"2512800";"";"RUA";"OMAR RAYMUNDO PICHETH";"598";"";"XAXIM";"81810150";"PR";"7535";"";"";"";"";"";"";"";"";""
"08529646";"0001";"72";"1";"";"08";"19820204";"01";"";"";"19801006";"8888888";"";"RUA";"ALTANEIRA";"2825";"";"CONJ SANTA CATARINA";"59112600";"RN";"1761";"";"";"";"";"";"";"";"";""
"26675736";"0001";"53";"1";"EMPORIO SANTA MARIA";"04";"20181205";"63";"";"";"19900709";"4729601";"";"AVENIDA";"DONA ELVIRA";"192 A";"";"SANTA MARIA NAZARET";"75113360";"GO";"9221";"";"";"";"";"";"";"";"";""
"08529695";"0001";"05";"1";"CAL APODI";"08";"20081231";"71";"";"";"19801203";"8888888";"";"";"LOC  SITIO SOLIDADE";"S/N";"";"ZONA RURAL";"59700000";"RN";"1619";"";"";"";"";"";"";"";"";""
"63916142";"0001";"13";"1";"TRANSPORTADORA J F";"08";"19990228";"01";"";"";"19900712";"4930201";"";"";"RODV SP 352 ITAPIRA AMPARO";"S/N";"KM 162 E 500 MTS";"MACUCOS";"13972012";"SP";"6553";"";"";"";"";"";"";"";"";""
